wavelength (nm),Red 1 
1261.709961,0.609727
1267.280029,0.610962
1272.849976,0.611913
1278.410034,0.612847
1283.97998,0.614016
1289.550049,0.614941
1295.109985,0.616201
1300.670044,0.617898
1306.23999,0.619273
1311.800049,0.6207229999999999
1317.359985,0.622354
1322.920044,0.623981
1328.48999,0.625736
1334.050049,0.62683
1339.609985,0.627944
1345.160034,0.628421
1350.719971,0.628397
1356.280029,0.628598
1361.839966,0.630738
1367.400024,0.632617
1372.949951,0.634907
1378.51001,0.6333989999999999
1384.069946,0.633684
1389.619995,0.6340779999999999
1395.170044,0.635786
1400.72998,0.636054
1406.280029,0.636363
1411.839966,0.638159
1417.390015,0.6391180000000001
1422.939941,0.640451
1428.48999,0.639768
1434.040039,0.639301
1439.589966,0.641409
1445.140015,0.64159
1450.689941,0.644914
1456.23999,0.64727
1461.790039,0.649626
1467.339966,0.652066
1472.890015,0.655443
1478.430054,0.655872
1483.97998,0.659529
1489.530029,0.6605770000000001
1495.069946,0.661062
1500.619995,0.662888
1506.160034,0.6625340000000001
1511.709961,0.664523
1517.25,0.6668430000000001
1522.800049,0.665361
1528.339966,0.669953
1533.880005,0.669536
1539.420044,0.6708310000000001
1544.969971,0.671579
1550.51001,0.675787
1556.050049,0.676009
1561.589966,0.676714
1567.130005,0.676419
1572.670044,0.678565
1578.209961,0.679977
1583.75,0.6825100000000001
1589.290039,0.683109
1594.829956,0.684339
1600.369995,0.684053
1605.910034,0.685044
1611.439941,0.686449
1616.97998,0.685413
1622.52002,0.684837
1628.050049,0.6842189999999999
1633.589966,0.681928
1639.130005,0.6844319999999999
1644.660034,0.683005
1650.199951,0.682038
1655.72998,0.681558
1661.27002,0.680021
1666.800049,0.675138
1672.339966,0.675739
1677.869995,0.673503
1683.400024,0.6713319999999999
1688.939941,0.6698069999999999
1694.469971,0.6684829999999999
1700,0.666076
1705.540039,0.665687
1711.069946,0.66459
1716.599976,0.663204
1722.130005,0.6613939999999999
1727.660034,0.660096
1733.189941,0.657717
1738.72998,0.6576770000000001
1744.26001,0.656931
1749.790039,0.6576380000000001
1755.319946,0.657089
1760.849976,0.659079
1766.380005,0.657831
1771.910034,0.659036
1777.439941,0.658748
1782.959961,0.659456
1788.48999,0.65799
1794.02002,0.65874
1799.550049,0.6587850000000001
1805.079956,0.6591020000000001
1810.609985,0.656036
1816.140015,0.6560819999999999
1821.660034,0.655502
1827.189941,0.655521
1832.719971,0.653717
1838.25,0.654014
1843.77002,0.654798
1849.300049,0.656105
1854.829956,0.6570630000000001
1860.349976,0.65708
1865.880005,0.654921
1871.410034,0.653616
1876.930054,0.654138
1882.459961,0.652796
1887.98999,0.648113
1893.51001,0.643193
1899.040039,0.636416
1904.560059,0.629506
1910.089966,0.6251800000000001
1915.609985,0.623129
1921.140015,0.6214149999999999
1926.670044,0.6193390000000001
1932.189941,0.619189
1937.719971,0.620445
1943.23999,0.6226109999999999
1948.77002,0.62437
1954.290039,0.625621
1959.819946,0.627429
1965.339966,0.62863
1970.869995,0.630783
1976.390015,0.632163
1981.920044,0.634478
1987.439941,0.636475
1992.959961,0.638359
1998.48999,0.639092
2004.01001,0.642183
2009.540039,0.643382
2015.060059,0.6452640000000001
2020.589966,0.646353
2026.109985,0.647858
2031.640015,0.648469
2037.160034,0.647325
2042.689941,0.6482020000000001
2048.209961,0.649158
2053.72998,0.6503770000000001
2059.26001,0.6506770000000001
2064.780029,0.650026
2070.310059,0.649844
2075.830078,0.649227
2081.360107,0.649512
2086.879883,0.649207
2092.409912,0.648678
2097.929932,0.650416
2103.459961,0.651742
2108.97998,0.652925
2114.51001,0.6550239999999999
2120.030029,0.656077
2125.560059,0.659484
2131.080078,0.660953
2136.610107,0.6618470000000001
2142.129883,0.661474
2147.659912,0.6591779999999999
2153.179932,0.6569649999999999
2158.709961,0.655515
2164.22998,0.651266
2169.76001,0.6468689999999999
2175.280029,0.6417149999999999
2180.810059,0.638834
2186.340088,0.6360899999999999
2191.860107,0.634495
2197.389893,0.633023
2202.919922,0.631731
2208.439941,0.630365
2213.969971,0.6295609999999999
2219.5,0.628927
2225.02002,0.6289520000000001
2230.550049,0.6283380000000001
2236.080078,0.627792
2241.610107,0.625782
2247.129883,0.623618
2252.659912,0.62029
2258.189941,0.617564
2263.719971,0.6158680000000001
2269.25,0.614698
2274.77002,0.613384
2280.300049,0.614206
2285.830078,0.614319
2291.360107,0.614325
2296.889893,0.612173
2302.419922,0.610594
2307.949951,0.607576
2313.47998,0.606341
2319.01001,0.60605
2324.540039,0.606371
2330.070068,0.609118
2335.600098,0.612164
2341.129883,0.614441
2346.669922,0.616132
2352.199951,0.6168319999999999
2357.72998,0.616693
2363.26001,0.616845
2368.790039,0.618304
2374.330078,0.6193930000000001
2379.860107,0.620691
2385.389893,0.6216430000000001
2390.929932,0.6215689999999999
2396.459961,0.619951
2401.98999,0.6187199999999999
2407.530029,0.618834
2413.060059,0.62021
2418.600098,0.620721
2424.129883,0.616643
2429.669922,0.614314
2435.209961,0.6126699999999999
2440.73999,0.610336
2446.280029,0.607658
2451.820068,0.604947
2457.350098,0.601761
2462.889893,0.5972890000000001
2468.429932,0.59435
2473.969971,0.589192
2479.51001,0.5885020000000001
2485.050049,0.588123
2490.590088,0.587608
2496.129883,0.588252
2501.669922,0.591596
