wavelength (nm),None
1992.959961,None
1998.48999,None
2004.01001,None
2009.540039,None
2015.060059,None
2020.589966,None
2026.109985,None
2031.640015,None
2037.160034,None
2042.689941,None
2048.209961,None
2053.72998,None
2059.26001,None
2064.780029,None
2070.310059,None
2075.830078,None
2081.360107,None
2086.879883,None
2092.409912,None
2097.929932,None
2103.459961,None
2108.97998,None
2114.51001,None
2120.030029,None
2125.560059,None
2131.080078,None
2136.610107,None
2142.129883,None
2147.659912,None
2153.179932,None
2158.709961,None
2164.22998,None
2169.76001,None
2175.280029,None
2180.810059,None
2186.340088,None
2191.860107,None
2197.389893,None
2202.919922,None
2208.439941,None
2213.969971,None
2219.5,None
2225.02002,None
2230.550049,None
2236.080078,None
2241.610107,None
2247.129883,None
2252.659912,None
2258.189941,None
2263.719971,None
2269.25,None
2274.77002,None
2280.300049,None
2285.830078,None
2291.360107,None
2296.889893,None
2302.419922,None
2307.949951,None
2313.47998,None
2319.01001,None
2324.540039,None
2330.070068,None
2335.600098,None
2341.129883,None
2346.669922,None
2352.199951,None
2357.72998,None
2363.26001,None
2368.790039,None
2374.330078,None
2379.860107,None
2385.389893,None
2390.929932,None
2396.459961,None
2401.98999,None
2407.530029,None
2413.060059,None
2418.600098,None
2424.129883,None
2429.669922,None
2435.209961,None
2440.73999,None
2446.280029,None
2451.820068,None
2457.350098,None
2462.889893,None
2468.429932,None
2473.969971,None
2479.51001,None
2485.050049,None
2490.590088,None
2496.129883,None
2501.669922,None
