wavelength (nm),ROI 2
2.05372998,0.38452
2.05926001,0.374734
2.064780029,0.373395
2.070310059,0.379723
2.075830078,0.390306
2.081360107,0.402363
2.086879883,0.411637
2.092409912,0.41787299999999994
2.097929932,0.42063
2.103459961,0.420544
2.10897998,0.42001499999999997
2.11451001,0.41760699999999995
2.120030029,0.41501099999999996
2.125560059,0.410641
2.131080078,0.40663
2.136610107,0.400906
2.142129883,0.395266
2.147659912,0.387881
2.153179932,0.382008
2.158709961,0.375686
2.16422998,0.371216
2.16976001,0.368294
2.175280029,0.36639299999999997
2.1808100589999997,0.36500900000000003
2.186340088,0.36234
2.191860107,0.358358
2.197389893,0.35404800000000003
2.202919922,0.34908
2.208439941,0.346009
2.213969971,0.347112
2.2195,0.356448
2.22502002,0.368771
2.230550049,0.38155
2.236080078,0.391225
2.241610107,0.394932
2.247129883,0.391493
2.252659912,0.383439
2.258189941,0.37112
2.263719971,0.360975
2.26925,0.355602
2.27477002,0.353441
2.280300049,0.3498
2.285830078,0.345837
2.291360107,0.342647
2.296889893,0.341602
2.302419922,0.341534
2.307949951,0.342634
2.31347998,0.346287
2.31901001,0.350978
2.324540039,0.355221
2.330070068,0.357442
2.335600098,0.358887
2.3411298830000002,0.359576
2.3466699220000002,0.360138
2.3521999510000002,0.35778499999999996
2.3577299800000002,0.354745
2.36326001,0.352506
2.368790039,0.348628
2.374330078,0.34558
2.379860107,0.344596
2.385389893,0.346894
2.390929932,0.352433
2.396459961,0.357958
2.40198999,0.360294
2.407530029,0.360083
2.4130600589999998,0.356702
2.4186000979999998,0.354761
2.424129883,0.354649
2.429669922,0.352693
2.435209961,0.348828
2.44073999,0.345262
2.446280029,0.337966
2.451820068,0.330214
2.457350098,0.323905
2.462889893,0.31630199999999997
2.468429932,0.311309
2.473969971,0.306329
2.47951001,0.302764
2.485050049,0.2979
2.490590088,0.293091
2.496129883,0.29162899999999997
2.501669922,0.28786
